player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
J.J. Taylor,RB,HOU,NA,0,8.7,NA,0.1,NA,0.2,1.7,NA,NA,0,0,1.4,NA,19438,FantasyPros,14827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,1.1,5.3,NA,0,NA,0.5,3.8,NA,NA,0,0,1.2,NA,22984,FantasyPros,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Watson,RB,DEN,NA,0.8,6,NA,0.1,NA,0.2,1.1,NA,NA,0,0,1.1,NA,26391,FantasyPros,16803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,2.2,6.5,NA,0,NA,0.3,2.1,NA,NA,0,0,1.1,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,2,5.8,NA,0,NA,0.2,1.6,NA,NA,0,0,1,NA,19627,FantasyPros,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,1.1,6.1,NA,0,NA,0.2,1.4,NA,NA,0,0,0.9,NA,19111,FantasyPros,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson Jr.,RB,MIA,NA,0.4,3.2,NA,0,NA,0.2,1.3,NA,NA,0,0,0.6,NA,18026,FantasyPros,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,0.1,2,NA,0,NA,0.3,1.8,NA,NA,0,0,0.6,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,0.8,3.7,NA,0,NA,0.1,0.5,NA,NA,0,0,0.6,NA,26748,FantasyPros,16816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.4,1.8,NA,0,NA,0.4,2.8,NA,NA,0,0,0.6,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,0.7,2.6,NA,0,NA,0.2,1.5,NA,NA,0,0,0.5,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.1,0.3,NA,0,NA,0.5,3,NA,NA,0,0,0.4,NA,14191,FantasyPros,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0.1,0.3,NA,0,NA,0.3,2.4,NA,NA,0,0,0.4,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,0.3,1.4,NA,0,NA,0.2,1.4,NA,NA,0,0,0.4,NA,16445,FantasyPros,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0,0,NA,0,NA,0.5,2.7,NA,NA,0,0,0.3,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,0,1.9,NA,0,NA,0.1,0.5,NA,NA,0,0,0.3,NA,18280,FantasyPros,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,NO,NA,0.2,0.9,NA,0,NA,0.2,1.2,NA,NA,0,0,0.3,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,0,1.5,NA,0,NA,0.1,0.6,NA,NA,0,0,0.3,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,ARI,NA,0.1,1.1,NA,0,NA,0.2,1.2,NA,NA,0,0,0.3,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,DAL,NA,0.3,1.1,NA,0,NA,0.1,0.9,NA,NA,0,0,0.3,NA,16374,FantasyPros,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,0.3,1.2,NA,0,NA,0.1,1,NA,NA,0,0,0.3,NA,23013,FantasyPros,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny McIntosh,RB,SEA,NA,0.1,1.2,NA,0,NA,0.1,0.6,NA,NA,0,0,0.2,NA,25329,FantasyPros,16170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mims,RB,NO,NA,0,0.6,NA,0,NA,0.1,0.5,NA,NA,0,0,0.2,NA,25816,FantasyPros,16424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,0,0.6,NA,0,NA,0.1,0.8,NA,NA,0,0,0.1,NA,20100,FantasyPros,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Boone,RB,CAR,NA,0.1,0.3,NA,0,NA,0.1,0.5,NA,NA,0,0,0.1,NA,17813,FantasyPros,13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor Jr.,RB,SF,NA,0,0.5,NA,0,NA,0.1,0.6,NA,NA,0,0,0.1,NA,19544,FantasyPros,14817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Schrader,RB,LAR,NA,0,0.7,NA,0,NA,0.1,0.2,NA,NA,0,0,0.1,NA,26216,FantasyPros,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,BUF,NA,0,0,NA,0,NA,0.1,0.5,NA,NA,0,0,0.1,NA,19844,FantasyPros,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,BAL,NA,16.7,91,NA,1,2.3,1.6,14,NA,NA,0.1,0,17.3,NA,NA,FantasySharks,12626,@CIN,0.6,0.1,0.2,0,0,0.1,0.2,0.1,0,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,17,87,NA,0.7,3,2.4,18,NA,NA,0.2,0.1,15.6,NA,NA,FantasySharks,15972,ARI,0.5,0.2,0,0,0,0,0.5,0.1,0.1,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,17,71,NA,1,3.3,2.5,15,NA,NA,0.2,0.1,15.3,NA,NA,FantasySharks,15710,GBP,0.9,0,0.1,0,0,0,1.1,0.1,0,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,16.4,78,NA,0.7,3.1,2.5,16,NA,NA,0.1,0,14.2,NA,NA,FantasySharks,13146,@SFO,0.6,0,0.1,0,0,0,0.3,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,15.6,67,NA,0.8,3,2.3,18,NA,NA,0,0,13.7,NA,NA,FantasySharks,15711,NYG,0.5,0.2,0.2,0,0,0,0.3,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,13.4,55,NA,0.4,5.7,4.3,32,NA,NA,0.2,0.1,12.3,NA,NA,FantasySharks,15708,@MIN,0.2,0,0,0,0,0.1,0.4,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamara, Alvin",RB,NOS,NA,13.3,54,NA,0.5,4.6,3.8,30,NA,NA,0.1,0.1,12,NA,NA,FantasySharks,13132,@KCC,0.4,0.1,0,0,0,0,0.4,0.1,0.1,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,19.2,74,NA,0.5,3.5,2.4,17,NA,NA,0,0,11.9,NA,NA,FantasySharks,15254,DAL,0.4,0,0,0,0,0,0.4,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,15.5,68,NA,0.4,2.3,2.1,20,NA,NA,0.1,0.1,11.6,NA,NA,FantasySharks,15716,CLE,0.3,0.1,0,0,0,0,0.4,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,12.4,55,NA,0.6,2.9,2.2,16,NA,NA,0.2,0,11.6,NA,NA,FantasySharks,12447,@NEP,0.4,0.1,0,0,0,0,0.4,0.1,0,6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,MIN,NA,14.9,71,NA,0.2,4.1,3.3,27,NA,NA,0.1,0.1,11.6,NA,NA,FantasySharks,13319,NYJ,0.2,0,0,0,0,0,1.4,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,10,48,NA,0.8,2.5,1.5,13,NA,NA,0.1,0.1,11.4,NA,NA,FantasySharks,15257,@JAC,0.6,0.1,0.1,0,0.1,0,0.2,0.1,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,10.5,49,NA,0.4,4.4,3.4,28,NA,NA,0.2,0,11,NA,NA,FantasySharks,16167,@NEP,0.3,0,0.1,0,0,0,0.7,0.1,0.1,6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,11.7,55,NA,0.3,2.7,2.2,23,NA,NA,0.2,0.1,10.9,NA,NA,FantasySharks,15715,@HOU,0.2,0,0,0,0.1,0,0.3,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,CHI,NA,15.3,58,NA,0.4,4.1,3.2,25,NA,NA,0,0,10.7,NA,NA,FantasySharks,14797,CAR,0.2,0,0,0.1,0,0,0.2,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,13.2,55,NA,0.5,3.7,2.8,20,NA,NA,0,0.1,10.6,NA,NA,FantasySharks,15253,IND,0.4,0,0.1,0,0,0.1,0.2,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,15.1,64,NA,0.3,3.4,2.8,18,NA,NA,0.1,0,10.5,NA,NA,FantasySharks,15261,@CHI,0.3,0,0,0,0,0,0.2,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,CIN,NA,11.6,45,NA,0.4,3.3,2.6,19,NA,NA,0.2,0,10.1,NA,NA,FantasySharks,14798,BAL,0.4,0,0,0,0,0,0.6,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,14.3,60,NA,0.3,4.9,3.6,20,NA,NA,0.1,0.2,9.8,NA,NA,FantasySharks,15259,MIA,0.3,0,0,0,0,0,0.7,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,11.3,51,NA,0.2,4.5,3.4,21,NA,NA,0.2,0,9.7,NA,NA,FantasySharks,15713,@WAS,0.2,0,0,0,0,0,0.2,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,11.3,49,NA,0.2,4.2,3,26,NA,NA,0.1,0.1,9.3,NA,NA,FantasySharks,16161,TBB,0.2,0,0,0,0,0,0.6,0.1,0.1,0.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,GBP,NA,16.5,71,NA,0.2,2.8,2,14,NA,NA,0,0.2,9.2,NA,NA,FantasySharks,14073,@LAR,0.1,0,0,0,0,0,0.4,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,12,40,NA,0.1,4.2,3.8,31,NA,NA,0.1,0.1,8.6,NA,NA,FantasySharks,15721,@ATL,0.1,0,0,0,0,0,0.4,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,WAS,NA,7.9,35,NA,0.3,3.4,2.8,26,NA,NA,0,0.1,8.2,NA,NA,FantasySharks,13404,CLE,0.2,0,0.1,0,0,0,0.3,0.1,0.1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,8,35,NA,0.1,4,3,30,NA,NA,0.1,0,7.7,NA,NA,FantasySharks,14086,@CIN,0.1,0,0,0,0,0,0.4,0.1,0.1,7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunt, Kareem",RB,KCC,NA,10.5,41,NA,0.4,2.3,1.7,12,NA,NA,0.1,0,7.7,NA,NA,FantasySharks,13138,NOS,0.3,0,0,0,0,0,0.5,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,NYG,NA,12,46,NA,0.4,2.5,1.9,14,NA,NA,0,0.3,7.6,NA,NA,FantasySharks,14080,@SEA,0.3,0,0,0,0,0,0.1,0.1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,12.5,45,NA,0.2,3.9,3.1,18,NA,NA,0.1,0.1,7.6,NA,NA,FantasySharks,15256,LVR,0.2,0,0,0,0,0,0.3,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,8.9,36,NA,0.2,2.8,2.1,16,NA,NA,0.1,0,7.3,NA,NA,FantasySharks,14823,@PIT,0.2,0,0,0,0,0,0.4,0.1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,7.2,31,NA,0.2,3.1,2.6,20,NA,NA,0.1,0,6.9,NA,NA,FantasySharks,16169,NYG,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,8,38,NA,0.3,1.7,1.4,10,NA,NA,0,0,6.9,NA,NA,FantasySharks,16181,BAL,0.3,0,0,0,0,0,0.2,0,0,24,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,9.9,47,NA,0.1,1.2,1,10,NA,NA,0,0,6.8,NA,NA,FantasySharks,15712,TBB,0.1,0,0,0,0,0,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,LVR,NA,8,33,NA,0.3,2.1,1.5,14,NA,NA,0.1,0.1,6.8,NA,NA,FantasySharks,14223,@DEN,0.3,0,0,0,0,0,0.1,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McNichols, Jeremy",RB,WAS,NA,6,26,NA,0.3,0.1,2,17,NA,NA,0,0,6.1,NA,NA,FantasySharks,13143,CLE,0.2,0,0.1,0,0,0,0.2,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving, Bucky",RB,TBB,NA,10,42,NA,0.2,1.9,1.4,7,NA,NA,0,0,6.1,NA,NA,FantasySharks,16598,@ATL,0.2,0,0,0,0,0,0.1,0,0,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,8,30,NA,0.2,2.2,1.5,12,NA,NA,0.1,0.1,5.9,NA,NA,FantasySharks,15717,BUF,0.2,0,0,0,0,0,0.2,0.1,0,8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,NEP,NA,6.3,31,NA,0.1,2.5,2,21,NA,NA,0,0,5.6,NA,NA,FantasySharks,14852,MIA,0.1,0,0,0,0,0,0.1,0.1,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,7.9,28,NA,0.2,2.9,2.2,14,NA,NA,0,0,5.6,NA,NA,FantasySharks,16175,CAR,0.2,0,0,0,0,0,0.2,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Braelon",RB,NYJ,NA,8,31,NA,0.1,2.3,1.7,12,NA,NA,0.1,0,5.5,NA,NA,FantasySharks,16596,@MIN,0,0,0.1,0,0,0,0.1,0.1,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,7.8,35,NA,0.2,1.8,1.2,7,NA,NA,0,0,5.4,NA,NA,FantasySharks,15271,CAR,0.2,0,0,0,0,0,0.3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,7.6,32,NA,0.1,1.7,1.5,10,NA,NA,0,0,5.1,NA,NA,FantasySharks,15723,NYJ,0.1,0,0,0,0,0,0.3,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,HOU,NA,9,34,NA,0.1,1.4,1,6,NA,NA,0.2,0.2,5,NA,NA,FantasySharks,14799,BUF,0.1,0,0,0,0,0,0.3,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,DAL,NA,6.6,23,NA,0.1,2.4,1.9,14,NA,NA,0.1,0,4.9,NA,NA,FantasySharks,12625,@PIT,0.1,0,0,0,0,0,0.3,0.1,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,7,22,NA,0.2,1.6,1.1,8,NA,NA,0,0,4.2,NA,NA,FantasySharks,15733,@WAS,0.2,0,0,0,0,0,0.1,0,0,8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,5.7,23,NA,0.1,2.4,2,9,NA,NA,0,0.1,4.2,NA,NA,FantasySharks,16390,LVR,0.1,0,0,0,0,0,0.3,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guerendo, Isaac",RB,SFO,NA,3.8,18,NA,0.1,1.8,1.2,11,NA,NA,0,0,3.7,NA,NA,FantasySharks,16688,ARI,0,0,0,0,0,0,0.3,0.1,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Ray",RB,BUF,NA,5.3,19,NA,0.2,1.1,0.9,6,NA,NA,0,0,3.6,NA,NA,FantasySharks,16603,@HOU,0.2,0,0,0,0,0,0.1,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,5.9,20,NA,0.1,2.2,1.6,8,NA,NA,0,0,3.5,NA,NA,FantasySharks,14079,@CHI,0.1,0,0,0,0,0,0.1,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,6.3,20,NA,0.1,1.3,1.1,5,NA,NA,0,0,3.4,NA,NA,FantasySharks,13139,@KCC,0.1,0.1,0,0,0,0,0.1,0,0,9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.7,11,NA,0.1,1.1,0.8,8,NA,NA,0.1,0,3.4,NA,NA,FantasySharks,14095,@HOU,0.1,0,0,0,0,0,0.3,0,0,13,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,3.8,19,NA,0.1,1.2,1,6,NA,NA,0,0,3.1,NA,NA,FantasySharks,15730,@JAC,0.1,0,0,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, D'Onta",RB,CLE,NA,6.5,23,NA,0.1,0.9,0.6,4,NA,NA,0,0.1,3.1,NA,NA,FantasySharks,13134,@WAS,0.1,0,0,0,0,0,0,0,0,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Emanuel",RB,GBP,NA,4.9,23,NA,0,1.4,0.9,4,NA,NA,0,0,3,NA,NA,FantasySharks,16432,@LAR,0,0,0,0,0,0,0.2,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
