player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Joshua Palmer,WR,LAC,NA,4.5,4.5,51.7,NA,NA,0.2,0,0.2,NA,0,0,6.61,NA,16292,FleaFlicker,15319,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR39,0.2,51.9,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.7,3.7,50.4,NA,NA,0.2,0.3,1.8,NA,0,0,6.6,NA,16859,FleaFlicker,15762,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR32,0.2,52.2,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,3.6,3.6,47.3,NA,NA,0.3,0,0.1,NA,0,0,6.56,NA,13788,FleaFlicker,13646,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR42,0.3,47.4,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,4.8,4.8,51,NA,NA,0.2,0.2,1.2,NA,0,0,6.32,NA,12937,FleaFlicker,13176,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR49,0.2,52.2,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,3.8,3.8,46.8,NA,NA,0.3,0.1,0.4,NA,0,0,6.28,NA,12051,FleaFlicker,12650,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR41,0.3,47.2,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,3.6,3.6,51,NA,NA,0.2,0,0.1,NA,0,0,6.2,NA,15642,FleaFlicker,14857,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR37,0.2,51.2,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,3,3,48.1,NA,NA,0.2,0.2,0.5,NA,0,0,6.13,NA,13952,FleaFlicker,13793,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR52,0.2,48.6,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,3.6,3.6,45.6,NA,NA,0.2,0,0.1,NA,0,0,6.01,NA,13008,FleaFlicker,13289,@LARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR54,0.2,45.7,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,DET,NA,3,3,43.5,NA,NA,0.2,0,0,NA,0,0,5.85,NA,13790,FleaFlicker,13668,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR57,0.2,43.5,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Davis,WR,NYJ,NA,3.3,3.3,47.1,NA,NA,0.2,0,0,NA,0,0,5.71,NA,12913,FleaFlicker,13153,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR59,0.2,47.1,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LAR,NA,3.3,3.3,42.3,NA,NA,0.2,0,0.2,NA,0,0,5.69,NA,15564,FleaFlicker,14858,LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR66,0.2,42.5,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,3.4,3.4,35.1,NA,NA,0.2,0.7,3.7,NA,0.1,0,5.66,NA,13080,FleaFlicker,13313,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR55,0.3,38.8,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,3,3,44.5,NA,NA,0.2,0,0,NA,0,0,5.59,NA,16313,FleaFlicker,15308,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR64,0.2,44.5,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,3.8,3.8,44.7,NA,NA,0.1,0.1,0.7,NA,0,0,5.18,NA,10242,FleaFlicker,11674,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR56,0.1,45.4,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,3.6,3.6,41.4,NA,NA,0.2,0.1,0.7,NA,0,0,5.17,NA,9338,FleaFlicker,11228,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR65,0.2,42.1,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.7,2.7,38.8,NA,NA,0.2,0,0.2,NA,0,0,5.16,NA,16192,FleaFlicker,15109,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR79,0.2,39,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,2.8,2.8,32.8,NA,NA,0.1,1.1,5.8,NA,0,0,4.75,NA,15557,FleaFlicker,14847,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR69,0.2,38.5,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRHunter Renfrow,WR,LV,NA,3.7,3.7,36.4,NA,NA,0.2,0.1,0.1,NA,0,0.1,4.7,NA,14836,FleaFlicker,14123,@LARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR86,0.2,36.5,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,2.7,2.7,36.5,NA,NA,0.1,0.3,1.4,NA,0,0,4.69,NA,7372,FleaFlicker,10271,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR60,0.1,37.9,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,2.8,2.8,36.6,NA,NA,0.2,0,0,NA,0,0,4.68,NA,15667,FleaFlicker,14992,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR95,0.2,36.6,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,2.9,2.9,36.8,NA,NA,0.2,0,0,NA,0,0,4.64,NA,8429,FleaFlicker,10738,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR76,0.2,36.8,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Hinton,WR,DEN,NA,2.6,2.6,37.2,NA,NA,0.1,0.2,1.4,NA,0,0,4.58,NA,15977,FleaFlicker,15183,KCSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR100,0.1,38.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2.4,2.4,33.5,NA,NA,0.2,0.1,1.1,NA,0,0,4.57,NA,16803,FleaFlicker,15752,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR36,0.2,34.6,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,3.3,3.3,38.4,NA,NA,0.1,0,0,NA,0,0,4.56,NA,12106,FleaFlicker,12785,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR78,0.1,38.4,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,3.2,3.2,33.1,NA,NA,0.1,0.7,3.6,NA,0,0,4.55,NA,16327,FleaFlicker,15283,NEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR50,0.2,36.7,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,2.6,2.6,35,NA,NA,0.2,0,0.1,NA,0,0,4.53,NA,11170,FleaFlicker,12176,@ARIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR72,0.2,35.1,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJames Washington,WR,DAL,NA,1.5,1.5,26.5,NA,NA,0.3,0.1,0.7,NA,0,0,4.52,NA,13808,FleaFlicker,13631,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.3,27.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,2.3,2.3,25.3,NA,NA,0.2,0.7,7,NA,0,0,4.41,NA,16251,FleaFlicker,15289,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR48,0.2,32.3,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2.6,2.6,35.5,NA,NA,0.1,0,0.1,NA,0,0,4.4,NA,13029,FleaFlicker,13168,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR75,0.1,35.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,2.4,2.4,33,NA,NA,0.1,0.3,1.7,NA,0,0,4.31,NA,16265,FleaFlicker,15288,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR63,0.1,34.7,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,2.9,2.9,33.1,NA,NA,0.1,0.1,0.5,NA,0,0,4.14,NA,16526,FleaFlicker,15491,LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR84,0.1,33.6,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,2.2,2.2,29.9,NA,NA,0.1,0.5,3.2,NA,0,0,4.13,NA,16326,FleaFlicker,15301,LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR112,0.1,33.1,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,2.4,2.4,31.3,NA,NA,0.2,0,0.1,NA,0,0,4.12,NA,11178,FleaFlicker,12181,@ARIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR89,0.2,31.4,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,2.5,2.5,30.6,NA,NA,0.2,0,0,NA,0,0,4.08,NA,14106,FleaFlicker,13893,@LACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2,30.6,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,2.8,2.8,33.6,NA,NA,0.1,0,0.2,NA,0,0,4.05,NA,15625,FleaFlicker,14849,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,33.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,LAR,NA,2.5,2.5,26.7,NA,NA,0.1,1.3,5.5,NA,0,0,4.04,NA,14297,FleaFlicker,13910,LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,32.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,2.7,2.7,32.4,NA,NA,0.1,0.1,0.7,NA,0,0,3.95,NA,12153,FleaFlicker,12773,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,33.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,2.4,2.4,24.5,NA,NA,0.1,0.8,5.5,NA,0.1,0,3.9,NA,15558,FleaFlicker,14838,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR104,0.1,30,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCourtland Sutton,WR,DEN,NA,2.5,2.5,31,NA,NA,0.1,0.1,0.1,NA,0,0,3.88,NA,13795,FleaFlicker,13630,KCSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR44,0.1,31.1,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,2.7,2.7,30.6,NA,NA,0.1,0.1,0.6,NA,0,0.1,3.84,NA,14009,FleaFlicker,13724,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR98,0.1,31.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,2.3,2.3,29.3,NA,NA,0.1,0.1,0.7,NA,0,0,3.72,NA,11603,FleaFlicker,12394,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR81,0.1,30,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,2.2,2.2,30.1,NA,NA,0.1,0,0.1,NA,0,0,3.68,NA,13120,FleaFlicker,13172,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR77,0.1,30.1,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,2,2,25.3,NA,NA,0.2,0.1,0.4,NA,0,0,3.51,NA,9337,FleaFlicker,11239,CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2,25.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,2.3,2.3,25.3,NA,NA,0.1,0.1,0.8,NA,0,0,3.45,NA,15695,FleaFlicker,14977,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR73,0.1,26.1,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.7,1.7,25.6,NA,NA,0.1,0,0,NA,0,0,3.32,NA,13851,FleaFlicker,13776,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR99,0.1,25.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Sims,WR,PIT,NA,1.7,1.7,18.3,NA,NA,0.1,0.8,4.5,NA,0,0,3,NA,15251,FleaFlicker,14613,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,22.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.9,1.9,22.6,NA,NA,0.1,0.3,1.7,NA,0,0,2.97,NA,12441,FleaFlicker,13066,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR101,0.1,24.3,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,2.1,2.1,24.4,NA,NA,0.1,0,0.1,NA,0,0,2.91,NA,16863,FleaFlicker,15758,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR83,0.1,24.5,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,1.4,1.4,21.8,NA,NA,0.1,0,0.4,NA,0,0,2.89,NA,16830,FleaFlicker,15756,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR51,0.1,22.1,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,2,2,22.3,NA,NA,0.1,0,0,NA,0,0,2.83,NA,15751,FleaFlicker,14860,TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR106,0.1,22.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,1.7,1.7,16.4,NA,NA,0.1,0.4,2.7,NA,0,0,2.76,NA,13024,FleaFlicker,13308,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR105,0.1,19.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keelan Cole,WR,LV,NA,1.8,1.8,21.8,NA,NA,0.1,0,0,NA,0,0,2.72,NA,13261,FleaFlicker,13412,@LARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,21.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeSean Jackson,WR,BAL,NA,1.5,1.5,22.5,NA,NA,0.1,0,0.2,NA,0,0,2.69,NA,5324,FleaFlicker,9075,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,22.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,1.8,1.8,22.6,NA,NA,0.1,0,0.5,NA,0,0.1,2.69,NA,16854,FleaFlicker,15766,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR68,0.1,23.1,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.7,1.7,18.3,NA,NA,0.1,0.2,1.2,NA,0,0,2.65,NA,14935,FleaFlicker,14108,NEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR82,0.1,19.5,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,1.6,1.6,19.1,NA,NA,0.1,0.2,1.7,NA,0,0,2.6,NA,13364,FleaFlicker,13418,@ARIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR111,0.1,20.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,1.7,1.7,21.7,NA,NA,0.1,0,0,NA,0,0,2.59,NA,11167,FleaFlicker,12188,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR109,0.1,21.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,1.3,1.3,15.8,NA,NA,0.1,0.3,1.7,NA,0,0,2.57,NA,16835,FleaFlicker,15787,@ARIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR87,0.1,17.4,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lance McCutcheon,WR,LAR,NA,1.5,1.5,19.5,NA,NA,0.1,0.1,0.2,NA,0,0,2.37,NA,17336,FleaFlicker,15993,LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,19.7,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,1.1,1.1,10.2,NA,NA,0.1,0.8,6.3,NA,0.1,0,2.31,NA,13909,FleaFlicker,13638,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR96,0.1,16.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Golladay,WR,NYG,NA,1.3,1.3,19,NA,NA,0.1,0,0.1,NA,0,0,2.3,NA,12963,FleaFlicker,13277,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR110,0.1,19,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laquon Treadwell,WR,SEA,NA,1.1,1.1,16.3,NA,NA,0.1,0,0.1,NA,0,0,2.23,NA,12017,FleaFlicker,12645,CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,16.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,1.7,1.7,16.9,NA,NA,0.1,0,0,NA,0,0,2.19,NA,13967,FleaFlicker,13809,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR80,0.1,16.9,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
River Cracraft,WR,MIA,NA,1.3,1.3,14,NA,NA,0.1,0,0,NA,0,0,2.12,NA,13732,FleaFlicker,13862,@LACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,14,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Anderson,WR,ARI,NA,1.2,1.2,15.2,NA,NA,0.1,0.1,0.3,NA,0,0,2.02,NA,12361,FleaFlicker,12930,NEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR85,0.1,15.4,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,WR,CAR,NA,1,1,12.7,NA,NA,0.1,0,0,NA,0,0,1.87,NA,15754,FleaFlicker,NA,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,12.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,0.9,0.9,14,NA,NA,0.1,0.1,0.5,NA,0,0,1.81,NA,16872,FleaFlicker,15788,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,14.5,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,1.1,1.1,14.8,NA,NA,0.1,0,0.1,NA,0,0,1.77,NA,16488,FleaFlicker,15298,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,14.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,1,1,11.8,NA,NA,0.1,0,0.1,NA,0,0,1.72,NA,13333,FleaFlicker,13488,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,11.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1,1,12.1,NA,NA,0.1,0.1,0.2,NA,0,0,1.63,NA,13915,FleaFlicker,13652,@LACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montrell Washington,WR,DEN,NA,0.8,0.8,9.8,NA,NA,0.1,0.5,2.6,NA,0,0,1.58,NA,16964,FleaFlicker,15900,KCSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,12.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
