player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
DJ Chark,WR,DET,NA,3.4,3.4,46.1,NA,NA,0.2,0,0,NA,0,0,6.05,NA,13790,FleaFlicker,13668,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR42,0.2,46.1,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,3.8,3.8,44.5,NA,NA,0.2,0.1,0.5,NA,0,0,5.8,NA,14949,FleaFlicker,14127,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR43,0.2,45,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,IND,NA,3.6,3.6,43.2,NA,NA,0.2,0.2,1.9,NA,0,0,5.75,NA,14692,FleaFlicker,14112,@MINL 36-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.75,WR47,0.2,45.2,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,3.2,3.2,44.1,NA,NA,0.2,0.3,1.6,NA,0,0,5.71,NA,16265,FleaFlicker,15288,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR48,0.2,45.7,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,2.6,2.6,44.4,NA,NA,0.2,0.2,0.4,NA,0,0,5.62,NA,13952,FleaFlicker,13793,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR55,0.2,44.8,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,3.3,3.3,40,NA,NA,0.2,0.3,2.2,NA,0,0,5.42,NA,13008,FleaFlicker,13289,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR50,0.2,42.2,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,3,3,43.5,NA,NA,0.2,0,0.1,NA,0,0,5.38,NA,16842,FleaFlicker,15768,@MINL 36-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.38,WR56,0.2,43.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.9,2.9,39.6,NA,NA,0.2,0,0.2,NA,0,0,5.36,NA,16192,FleaFlicker,15109,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR80,0.2,39.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,3.6,3.6,42.5,NA,NA,0.2,0.1,1,NA,0,0,5.25,NA,9338,FleaFlicker,11228,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR65,0.2,43.5,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,3,3,33.6,NA,NA,0.2,0.8,3.8,NA,0,0,5.22,NA,13080,FleaFlicker,13313,MIAW 32-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.22,WR52,0.2,37.5,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,2.9,2.9,38.2,NA,NA,0.2,0.3,1.6,NA,0,0,5.06,NA,7372,FleaFlicker,10271,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR61,0.2,39.8,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarvis Landry,WR,NO,NA,3.4,3.4,36.4,NA,NA,0.2,0.1,0.5,NA,0,0,5.01,NA,10307,FleaFlicker,11680,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR71,0.2,36.9,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,2.6,2.6,34.5,NA,NA,0.2,0.2,1.1,NA,0,0,4.96,NA,16821,FleaFlicker,15755,NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR58,0.2,35.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,3.1,3.1,40.9,NA,NA,0.1,0,0.1,NA,0,0,4.94,NA,11167,FleaFlicker,12188,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR107,0.1,41,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,3.4,3.4,38.9,NA,NA,0.2,0,0,NA,0,0,4.85,NA,12106,FleaFlicker,12785,@CLEL 3-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.85,WR70,0.2,39,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,2.9,2.9,37.1,NA,NA,0.2,0,0.2,NA,0,0,4.82,NA,15751,FleaFlicker,14860,@SEAW 21-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.82,WR93,0.2,37.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,2.9,2.9,36.2,NA,NA,0.2,0,0.4,NA,0,0,4.76,NA,12051,FleaFlicker,12650,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR49,0.2,36.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,3.2,3.2,38,NA,NA,0.2,0,0.2,NA,0,0,4.72,NA,15625,FleaFlicker,14849,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,38.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,3.5,3.5,39.2,NA,NA,0.1,0.1,0.6,NA,0,0,4.64,NA,16526,FleaFlicker,15491,@GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR83,0.1,39.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,2.7,2.7,37.8,NA,NA,0.1,0.1,0.9,NA,0,0,4.59,NA,15107,FleaFlicker,14592,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR95,0.1,38.6,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,2.4,2.4,36.5,NA,NA,0.1,0,0,NA,0,0,4.43,NA,16313,FleaFlicker,15308,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR62,0.1,36.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,2.4,2.4,32.1,NA,NA,0.2,0.2,0.8,NA,0,0,4.41,NA,9337,FleaFlicker,11239,SFL 13-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.41,WR106,0.2,32.9,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,3.1,3.1,34.6,NA,NA,0.2,0,0.2,NA,0,0.1,4.33,NA,14009,FleaFlicker,13724,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR88,0.2,34.9,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Rodgers,WR,HOU,NA,2.8,2.8,34.8,NA,NA,0.1,0.2,1,NA,0,0.1,4.28,NA,16329,FleaFlicker,15297,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,35.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,2.6,2.6,33.6,NA,NA,0.1,0,0,NA,0,0,4.27,NA,8429,FleaFlicker,10738,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR75,0.1,33.7,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,1.8,1.8,26.3,NA,NA,0.1,0.4,3.6,NA,0.1,0,4.19,NA,17243,FleaFlicker,16080,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR79,0.2,29.8,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2.7,2.7,32.2,NA,NA,0.1,0,0.1,NA,0,0,4.13,NA,13029,FleaFlicker,13168,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR77,0.1,32.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,2.5,2.5,29.1,NA,NA,0.1,0.3,1.3,NA,0,0,4.12,NA,16835,FleaFlicker,15787,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR87,0.2,30.4,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,2.4,2.4,26.5,NA,NA,0.1,1,5.7,NA,0,0,4.06,NA,15557,FleaFlicker,14847,@CLEL 3-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.06,WR68,0.1,32.2,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,2.3,2.3,29.8,NA,NA,0.2,0,0,NA,0,0,4,NA,7401,FleaFlicker,10308,LARMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR90,0.2,29.8,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,2.6,2.6,31.7,NA,NA,0.1,0.2,1.5,NA,0,0,3.98,NA,13364,FleaFlicker,13418,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR102,0.1,33.2,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,2.3,2.3,31,NA,NA,0.1,0,0,NA,0,0,3.94,NA,14106,FleaFlicker,13893,@BUFL 29-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.94,NA,0.1,31,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,2.5,2.5,30.1,NA,NA,0.1,0,0.1,NA,0,0,3.88,NA,15667,FleaFlicker,14992,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR98,0.1,30.2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,2.4,2.4,24.2,NA,NA,0.1,0.8,4.9,NA,0.1,0,3.87,NA,15558,FleaFlicker,14838,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR99,0.2,29.1,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,2.4,2.4,28.1,NA,NA,0.1,0.2,1.2,NA,0,0,3.81,NA,15695,FleaFlicker,14977,INDW 39-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3.81,WR73,0.1,29.3,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,CHI,NA,1.8,1.8,24.9,NA,NA,0.2,0.2,2,NA,0,0,3.77,NA,13816,FleaFlicker,13634,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.2,26.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,1.9,1.9,22.2,NA,NA,0.1,0.6,5.2,NA,0,0,3.76,NA,16251,FleaFlicker,15289,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR53,0.2,27.5,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,2.3,2.3,30.8,NA,NA,0.1,0,0,NA,0,0,3.76,NA,13120,FleaFlicker,13172,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR84,0.1,30.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,2.8,2.8,27.1,NA,NA,0.1,0,0,NA,0,0.1,3.53,NA,14836,FleaFlicker,14123,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR89,0.1,27.2,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,CHI,NA,1.9,1.9,25.1,NA,NA,0.2,0,0,NA,0,0,3.47,NA,14328,FleaFlicker,13863,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.2,25.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St.,WR,WR,NA,1.8,1.8,23.6,NA,NA,0.1,0.2,2.1,NA,0,0,3.47,NA,13949,FleaFlicker,13637,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR91,0.1,25.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denzel Mims,WR,NYJ,NA,1.9,1.9,28.4,NA,NA,0.1,0,0,NA,0,0,3.38,NA,15613,FleaFlicker,14846,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,28.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Sims,WR,PIT,NA,2,2,20.5,NA,NA,0.1,1.1,6.5,NA,0,0,3.34,NA,15251,FleaFlicker,14613,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,27,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damiere Byrd,WR,ATL,NA,1.6,1.6,25.7,NA,NA,0.1,0,0.1,NA,0,0,3.24,NA,11507,FleaFlicker,12464,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,25.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.6,1.6,24.5,NA,NA,0.1,0,0,NA,0,0,3.23,NA,13851,FleaFlicker,13776,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR96,0.1,24.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,1.8,1.8,21.7,NA,NA,0.2,0.1,0.6,NA,0,0,3.11,NA,16941,FleaFlicker,15779,LARMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR74,0.2,22.3,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,1.7,1.7,23.5,NA,NA,0.1,0,0.3,NA,0,0,3,NA,16830,FleaFlicker,15756,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR59,0.1,23.9,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeSean Jackson,WR,BAL,NA,1.6,1.6,24,NA,NA,0.1,0,0.1,NA,0,0,2.89,NA,5324,FleaFlicker,9075,@CLEL 3-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.89,NA,0.1,24.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,1.4,1.4,14,NA,NA,0.1,0.9,6.5,NA,0.1,0,2.89,NA,13909,FleaFlicker,13638,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR97,0.1,20.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,1.6,1.6,20.8,NA,NA,0.1,0.1,0.6,NA,0,0,2.86,NA,11603,FleaFlicker,12394,TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR82,0.1,21.4,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,1.8,1.8,18.1,NA,NA,0.1,0.4,2.8,NA,0,0,2.8,NA,13024,FleaFlicker,13308,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR105,0.1,20.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,1.9,1.9,22.2,NA,NA,0.1,0,0.1,NA,0,0,2.74,NA,7369,FleaFlicker,10261,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,22.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Anderson,WR,ARI,NA,2.1,2.1,22.9,NA,NA,0.1,0,0.2,NA,0,0,2.73,NA,12361,FleaFlicker,12930,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR92,0.1,23.1,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montrell Washington,WR,DEN,NA,1.3,1.3,16.1,NA,NA,0.1,0.6,3,NA,0,0,2.61,NA,16964,FleaFlicker,15900,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,19.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,NO,NA,1.3,1.3,18.1,NA,NA,0.1,0,0.1,NA,0,0,2.59,NA,13819,FleaFlicker,13645,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR100,0.1,18.1,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,SF,NA,1.6,1.6,17,NA,NA,0.1,0.5,2.8,NA,0,0,2.56,NA,13934,FleaFlicker,13641,@SEAW 21-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.56,NA,0.1,19.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,1.6,1.6,20.2,NA,NA,0.1,0.1,0.6,NA,0,0,2.56,NA,14930,FleaFlicker,14551,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,20.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Racey McMath,WR,TEN,NA,1.5,1.5,19.1,NA,NA,0.1,0,0,NA,0,0,2.55,NA,16411,FleaFlicker,15313,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,19.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Conley,WR,TEN,NA,1.4,1.4,19.1,NA,NA,0.1,0,0.5,NA,0,0,2.54,NA,11217,FleaFlicker,12257,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,19.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Freddie Swain,WR,DEN,NA,1.4,1.4,17.3,NA,NA,0.1,0,0.7,NA,0,0,2.52,NA,15681,FleaFlicker,14865,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,18,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,LAR,NA,1.3,1.3,14.5,NA,NA,0.1,0.9,5.1,NA,0,0,2.46,NA,14297,FleaFlicker,13910,@GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,19.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,1.5,1.5,19.5,NA,NA,0.1,0,0.6,NA,0,0.1,2.39,NA,16854,FleaFlicker,15766,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR69,0.1,20.1,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.8,1.8,17.2,NA,NA,0.1,0.3,1.4,NA,0,0,2.38,NA,14935,FleaFlicker,14108,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR76,0.1,18.5,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,1.4,1.4,18.9,NA,NA,0.1,0,0.1,NA,0,0,2.36,NA,16488,FleaFlicker,15298,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,19,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Washington,WR,DAL,NA,1.1,1.1,15.6,NA,NA,0.1,0.1,0.2,NA,0,0,2.26,NA,13808,FleaFlicker,13631,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,15.9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,1.2,1.2,16.1,NA,NA,0.1,0.1,0.4,NA,0,0,2.25,NA,15035,FleaFlicker,14315,@MINL 36-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,NA,0.1,16.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones,WR,CHI,NA,1,1,10.9,NA,NA,0.1,0.7,4.2,NA,0,0,2.21,NA,16898,FleaFlicker,15767,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,15.1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Keal Harry,WR,CHI,NA,1,1,14.5,NA,NA,0.1,0,0,NA,0,0,2.11,NA,14662,FleaFlicker,14101,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,14.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.4,1.4,16.4,NA,NA,0.1,0.3,1.6,NA,0,0,2.1,NA,12441,FleaFlicker,13066,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR109,0.1,18,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,1.1,1.1,15.3,NA,NA,0.1,0,0,NA,0,0,2.07,NA,14600,FleaFlicker,13963,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,15.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
